ID,familia,subfamilia,Unnamed: 3,Product: ID,Product: Handle,Importado,Parte importada,Variable dependiente1,Variable dependiente 2,Variable dependiente 3,subfamilia.1
331600822439,gastronomica,lavado,,8497260495015,lavamanos-1-taza-con-llave-rodilla-zllca-0055,,,,,,
331600822439,gastronomica,lavado,,8497260462247,lavafondo-1-taza-700x700-zllca-0099,,,,,,
331600822439,gastronomica,lavado,,8497260429479,lavadero-2-tazas-1400-con-secador-zllca-0103,,,,,,
331600822439,gastronomica,lavado,,8497260396711,lavafondo-1-taza-700x600-zllca-0088,,,,,,
331600822439,gastronomica,lavado,,8497260363943,lavamano-inox-rodilla-zllrf-0422,,,,,,
331600822439,gastronomica,lavado,,8497260331175,lavadero-doble-inox-abierto-zllca-1200,,,,,,
331600822439,gastronomica,lavado,,8497260298407,lavadero-triple-inox-zllca-1800,,,,,,
331600822439,gastronomica,lavado,,8497260265639,lavamanos-fijo-a-muro-con-taza-290-cutz-00290,,,,,,
331600822439,gastronomica,lavado,,8497260232871,lavamanos-fijo-a-muro-con-taza-380-cutz-00380,,,,,,
331600822439,gastronomica,lavado,,8497260200103,lavamano-con-atril-y-accionamiento-de-rodilla-zllra-0421,,,,,,
331600822439,gastronomica,lavado,,8497260167335,lavadero-de-2-puestos-de-trabajo-zlle-0126,,,,,,
331600822439,gastronomica,lavado,,8497260134567,lavadero-de-4-puestos-de-trabajo-zlle-0128,,,,,,
331600822439,gastronomica,lavado,,8497260101799,lavadero-de-8-puestos-de-trabajo-zlle-0260,,,,,,
331600822439,gastronomica,lavado,,8497260069031,lavadero-de-1200mm-zllca-0111,,,,,,
331600822439,gastronomica,lavado,,8497260036263,lavadero-1-taza-1200-con-secador-zllca-0104,,,,,,
331600822439,gastronomica,lavado,,8497260003495,lavadero-2-tazas-1600-con-secador-zllca-0106,,,,,,
331600822439,gastronomica,lavado,,8497259970727,lavadero-especial-3-puestos-zllca-2200,,,,,,
331600822439,gastronomica,lavado,,8497259937959,lavadero-especial-4-puestos-zllca-3800,,,,,,
331600822439,gastronomica,lavado,,8497259905191,lavamanos-con-faldon-zllrc-0420,,,,,,
331600822439,gastronomica,lavado,,8497259872423,lavamanos-un-puesto-zllrf-0530,,,,,,
331600822439,gastronomica,lavado,,8497259839655,mueble-lavamopas-zllca-0506,,,,,,
331600822439,gastronomica,calentamiento,,8497259806887,salsera-3-depositos-sc3,,,,,,
331600822439,gastronomica,calentamiento,,8497259774119,hervidor-de-agua-electrico-20-lts-hae-20,,,,,,
331600822439,gastronomica,calentamiento,,8497259741351,hervidor-de-agua-electrico-30-lts-hae-30,,,,,,
331600822439,gastronomica,calentamiento,,8497259708583,hervidor-electrico-20lts-auha-0157,,,,,,
331600822439,gastronomica,coccion,,8497259675815,plancha-de-gas-plana-y-grillada-con-gabinete-hgr-906,,,,,,
331600822439,gastronomica,coccion,,8497259643047,horno-convector-electrico-6-bandejas-hco-06e,,,,,,
331600822439,gastronomica,coccion,,8497259610279,horno-convector-electrico-10-bandejas-hco-10e,,,,,,
331600822439,gastronomica,coccion,,8497259577511,gratinador-grill-electrico-pihs-01130,,,,,,
331600822439,gastronomica,coccion,,8497259544743,horno-electrico-pizzero-pihp-01130,,,,,,
331600822439,gastronomica,coccion,,8497259511975,horno-de-pizza-electrico-simple-hep-1st,,,,,,
331600822439,gastronomica,coccion,,8497259479207,freidora-1-canastillo-con-gabinete-a-gas-hgf-968,,,,,,
331600822439,gastronomica,coccion,,8497259446439,freidora-encimera-electrica-1-canastillo-hef-12l,,,,,,
331600822439,gastronomica,coccion,,8497259413671,freidora-electrica-doble-hef-26-2,,,,,,
331600822439,gastronomica,coccion,,8497258332327,anafe-1-quemador-1pq,,,,,,
331600822439,gastronomica,coccion,,8497258299559,anafe-2-quemadores-2pqn,,,,,,
